Order_ID,Order_Date,Order_Month,Region,Channel,Customer_ID,Product_Category,Product,Units,Unit_Price,Discount_Pct,Shipping_Cost,COGS_Unit,Returned_Flag,Payment_Method,Gross_Revenue,Discount_Amount,Net_Revenue,COGS,Gross_Profit
O2025000472,2025-03-23,2025-03-01,Southeast,Marketplace,C10339,Electronics,Portable Charger,1,52.45,0.11,9.1,21.9,0,PayPal,52.45,5.77,46.68,21.9,15.68
O2025000473,2025-03-23,2025-03-01,West,Website,C10438,Pet,Cat Litter,2,19.37,0.11,7.56,11.22,0,Apple Pay,38.74,4.26,34.48,22.44,4.48
O2025000474,2025-03-23,2025-03-01,West,Website,C10090,Sports,Yoga Mat,3,30.83,0.0,4.45,14.66,0,PayPal,92.49,0.0,92.49,43.98,44.06
O2025000475,2025-03-24,2025-03-01,Northeast,Website,C10499,Pet,Cat Litter,3,14.1,0.06,4.6,7.7,0,Card,42.3,2.54,39.76,23.1,12.06
O2025000476,2025-03-24,2025-03-01,Northeast,Marketplace,C10561,Sports,Resistance Bands,1,28.79,0.08,2.5,12.77,0,Card,28.79,2.3,26.49,12.77,11.22
O2025000477,2025-03-24,2025-03-01,Southeast,Retail Partner,C10323,Home,Vacuum Filter,3,38.24,0.16,3.19,15.93,0,PayPal,114.72,18.36,96.36,47.79,45.38
O2025000478,2025-03-24,2025-03-01,Midwest,Retail Partner,C10289,Pet,Pet Shampoo,2,14.3,0.0,4.48,5.86,0,Card,28.6,0.0,28.6,11.72,12.4
O2025000479,2025-03-24,2025-03-01,West,Marketplace,C10215,Electronics,Bluetooth Speaker,3,61.93,0.03,6.46,28.04,0,PayPal,185.79,5.57,180.22,84.12,89.64
O2025000480,2025-03-24,2025-03-01,West,Website,C10690,Home,Vacuum Filter,5,55.18,0.18,4.95,24.47,0,Card,275.9,49.66,226.24,122.35,98.94
O2025000481,2025-03-24,2025-03-01,West,Retail Partner,C10552,Beauty,Hair Mask,3,23.6,0.12,5.38,12.42,0,Card,70.8,8.5,62.3,37.26,19.66
O2025000482,2025-03-24,2025-03-01,Southwest,Marketplace,C10843,Pet,Dog Treats,1,15.11,0.03,6.36,7.91,0,Apple Pay,15.11,0.45,14.66,7.91,0.39
O2025000483,2025-03-24,2025-03-01,Southwest,Website,C10656,Pet,Chew Toy,2,16.26,0.18,6.12,9.44,0,Card,32.52,5.85,26.67,18.88,1.67
O2025000484,2025-03-25,2025-03-01,Southeast,Retail Partner,C10798,Sports,Yoga Mat,3,18.51,0.19,2.93,9.69,0,Card,55.53,10.55,44.98,29.07,12.98
O2025000485,2025-03-25,2025-03-01,Southeast,Website,C10316,Sports,Yoga Mat,3,22.91,0.17,6.41,11.72,0,Card,68.73,11.68,57.05,35.16,15.48
O2025000486,2025-03-25,2025-03-01,Northeast,Marketplace,C10665,Home,Storage Bins,1,37.95,0.03,9.96,17.18,0,Apple Pay,37.95,1.14,36.81,17.18,9.67
O2025000487,2025-03-25,2025-03-01,West,Marketplace,C10711,Sports,Yoga Mat,3,20.77,0.13,6.18,8.45,0,Card,62.31,8.1,54.21,25.35,22.68
O2025000488,2025-03-26,2025-03-01,Southeast,Retail Partner,C10702,Apparel,Socks Pack,2,28.03,0.03,1.5,14.68,1,Card,56.06,1.68,54.38,29.36,23.52
O2025000489,2025-03-26,2025-03-01,Northeast,Marketplace,C10800,Beauty,Moisturizer,1,25.43,0.1,5.78,11.02,0,Card,25.43,2.54,22.89,11.02,6.09
O2025000490,2025-03-26,2025-03-01,Southeast,Retail Partner,C10082,Pet,Dog Treats,4,22.57,0.0,5.24,13.53,0,Apple Pay,90.28,0.0,90.28,54.12,30.92
O2025000491,2025-03-26,2025-03-01,Southeast,Website,C10031,Beauty,Vitamin C Serum,2,23.83,0.21,7.47,12.78,0,Card,47.66,10.01,37.65,25.56,4.62
O2025000492,2025-03-26,2025-03-01,Southwest,Website,C10875,Beauty,Hair Mask,2,23.25,0.04,4.5,9.46,0,Card,46.5,1.86,44.64,18.92,21.22
O2025000493,2025-03-26,2025-03-01,Northeast,Website,C10450,Sports,Yoga Mat,2,31.86,0.11,6.01,15.53,0,PayPal,63.72,7.01,56.71,31.06,19.64
O2025000494,2025-03-27,2025-03-01,Southeast,Marketplace,C10518,Electronics,Bluetooth Speaker,2,78.55,0.18,2.83,32.89,0,Card,157.1,28.28,128.82,65.78,60.21
O2025000495,2025-03-27,2025-03-01,West,Website,C10123,Home,Air Fryer,3,45.71,0.13,6.51,18.29,0,Card,137.13,17.83,119.3,54.87,57.92
O2025000496,2025-03-27,2025-03-01,West,Website,C10488,Electronics,Wireless Earbuds,1,69.78,0.12,3.87,33.43,0,Apple Pay,69.78,8.37,61.41,33.43,24.11
O2025000497,2025-03-27,2025-03-01,Southwest,Website,C10231,Sports,Yoga Mat,2,23.65,0.06,4.48,13.84,0,Apple Pay,47.3,2.84,44.46,27.68,12.3
O2025000498,2025-03-28,2025-03-01,Midwest,Marketplace,C10606,Sports,Running Belt,2,19.53,0.14,4.41,8.32,0,Apple Pay,39.06,5.47,33.59,16.64,12.54
O2025000499,2025-03-28,2025-03-01,Southeast,Website,C10094,Pet,Cat Litter,5,20.68,0.07,4.15,12.36,0,Card,103.4,7.24,96.16,61.8,30.21
O2025000500,2025-03-28,2025-03-01,West,Marketplace,C10168,Home,Air Fryer,4,48.01,0.03,8.35,23.5,0,Card,192.04,5.76,186.28,94.0,83.93
O2025000501,2025-03-28,2025-03-01,West,Website,C10710,Home,Vacuum Filter,1,57.69,0.16,7.97,26.57,1,Card,57.69,9.23,48.46,26.57,13.92
O2025000502,2025-03-29,2025-03-01,Midwest,Retail Partner,C10422,Electronics,Smart Watch,4,35.08,0.05,2.94,20.56,0,Apple Pay,140.32,7.02,133.3,82.24,48.12
O2025000503,2025-03-29,2025-03-01,Northeast,Marketplace,C10104,Sports,Yoga Mat,2,25.91,0.08,5.57,11.99,0,Card,51.82,4.15,47.67,23.98,18.12
O2025000504,2025-03-30,2025-03-01,Northeast,Website,C10109,Beauty,Vitamin C Serum,4,29.03,0.06,8.33,12.49,0,Card,116.12,6.97,109.15,49.96,50.86
O2025000505,2025-03-30,2025-03-01,Southeast,Website,C10287,Home,Vacuum Filter,3,38.2,0.0,4.9,22.27,0,Card,114.6,0.0,114.6,66.81,42.89
O2025000506,2025-03-31,2025-03-01,Southeast,Website,C10826,Home,Vacuum Filter,1,40.75,0.0,4.62,23.81,0,Card,40.75,0.0,40.75,23.81,12.32
O2025000507,2025-03-31,2025-03-01,Northeast,Website,C10415,Apparel,Hoodie,2,23.68,0.0,3.92,13.17,0,Apple Pay,47.36,0.0,47.36,26.34,17.1
O2025000508,2025-03-31,2025-03-01,Southeast,Website,C10449,Beauty,Sunscreen,2,19.85,0.12,8.12,10.99,0,Card,39.7,4.76,34.94,21.98,4.84
O2025000509,2025-03-31,2025-03-01,Midwest,Website,C10440,Apparel,Athletic Tee,1,22.72,0.17,5.69,11.2,0,Card,22.72,3.86,18.86,11.2,1.97
O2025000510,2025-03-31,2025-03-01,Southeast,Website,C10119,Home,Vacuum Filter,2,52.75,0.1,5.42,30.07,0,Card,105.5,10.55,94.95,60.14,29.39
O2025000511,2025-03-31,2025-03-01,Southeast,Website,C10186,Home,LED Lamp,1,29.98,0.01,4.66,14.43,0,PayPal,29.98,0.3,29.68,14.43,10.59
O2025000512,2025-03-31,2025-03-01,Southeast,Website,C10872,Pet,Dog Treats,2,16.51,0.18,3.81,8.19,0,Apple Pay,33.02,5.94,27.08,16.38,6.89
O2025000513,2025-03-31,2025-03-01,Southeast,Retail Partner,C10108,Apparel,Athletic Tee,1,12.47,0.07,4.24,5.38,0,Card,12.47,0.87,11.6,5.38,1.98
O2025000514,2025-03-31,2025-03-01,Southwest,Website,C10522,Electronics,Bluetooth Speaker,2,51.53,0.0,4.05,26.09,0,PayPal,103.06,0.0,103.06,52.18,46.83
O2025000515,2025-03-31,2025-03-01,Midwest,Website,C10276,Apparel,Leggings,2,28.24,0.0,4.49,15.33,0,Card,56.48,0.0,56.48,30.66,21.33
O2025000516,2025-03-31,2025-03-01,Northeast,Website,C10679,Sports,Resistance Bands,3,21.76,0.1,2.5,9.84,0,Card,65.28,6.53,58.75,29.52,26.73
O2025000517,2025-03-31,2025-03-01,West,Website,C10154,Apparel,Leggings,2,26.25,0.19,3.48,11.22,0,PayPal,52.5,9.98,42.52,22.44,16.6
O2025000518,2025-04-01,2025-04-01,Midwest,Website,C10722,Apparel,Leggings,2,19.6,0.06,4.5,8.14,0,Card,39.2,2.35,36.85,16.28,16.07
O2025000519,2025-04-01,2025-04-01,Midwest,Website,C10021,Beauty,Sunscreen,4,31.51,0.05,4.54,15.58,0,Card,126.04,6.3,119.74,62.32,52.88
O2025000520,2025-04-01,2025-04-01,Southwest,Website,C10626,Apparel,Hoodie,5,20.83,0.07,2.76,8.78,0,PayPal,104.15,7.29,96.86,43.9,50.2
O2025000521,2025-04-01,2025-04-01,West,Website,C10467,Home,Vacuum Filter,2,54.0,0.03,4.32,26.16,0,Card,108.0,3.24,104.76,52.32,48.12
O2025000522,2025-04-01,2025-04-01,West,Marketplace,C10399,Beauty,Vitamin C Serum,2,29.31,0.08,5.15,15.3,0,Card,58.62,4.69,53.93,30.6,18.18
O2025000523,2025-04-01,2025-04-01,West,Website,C10455,Beauty,Moisturizer,1,25.64,0.11,2.5,10.56,0,Card,25.64,2.82,22.82,10.56,9.76
O2025000524,2025-04-01,2025-04-01,Southwest,Marketplace,C10252,Home,Storage Bins,2,59.71,0.07,6.4,33.33,0,Card,119.42,8.36,111.06,66.66,38.0
O2025000525,2025-04-02,2025-04-01,Southwest,Website,C10556,Beauty,Sunscreen,1,25.57,0.15,4.91,10.71,0,Apple Pay,25.57,3.84,21.73,10.71,6.11
O2025000526,2025-04-02,2025-04-01,Northeast,Website,C10046,Pet,Pet Shampoo,2,22.06,0.02,3.05,9.35,0,Card,44.12,0.88,43.24,18.7,21.49
O2025000527,2025-04-02,2025-04-01,Southwest,Website,C10574,Electronics,Bluetooth Speaker,1,60.36,0.14,4.91,32.04,0,Apple Pay,60.36,8.45,51.91,32.04,14.96
O2025000528,2025-04-02,2025-04-01,Southeast,Website,C10561,Beauty,Hair Mask,1,28.0,0.11,6.15,16.47,0,Card,28.0,3.08,24.92,16.47,2.3
O2025000529,2025-04-02,2025-04-01,Southeast,Website,C10742,Beauty,Hair Mask,2,34.17,0.06,5.37,14.46,1,Card,68.34,4.1,64.24,28.92,29.95
O2025000530,2025-04-02,2025-04-01,Northeast,Website,C10099,Home,Air Fryer,2,49.34,0.07,5.45,26.64,0,PayPal,98.68,6.91,91.77,53.28,33.04
O2025000531,2025-04-03,2025-04-01,Southeast,Marketplace,C10523,Sports,Resistance Bands,1,21.97,0.1,5.4,10.86,1,Card,21.97,2.2,19.77,10.86,3.51
O2025000532,2025-04-03,2025-04-01,Northeast,Website,C10332,Home,Air Fryer,3,43.83,0.21,6.51,19.31,1,PayPal,131.49,27.61,103.88,57.93,39.44
O2025000533,2025-04-03,2025-04-01,Southwest,Website,C10415,Sports,Resistance Bands,3,23.03,0.03,3.01,11.83,0,Card,69.09,2.07,67.02,35.49,28.52
O2025000534,2025-04-03,2025-04-01,Southwest,Website,C10800,Sports,Resistance Bands,1,22.42,0.17,4.35,10.89,0,Apple Pay,22.42,3.81,18.61,10.89,3.37
O2025000535,2025-04-03,2025-04-01,West,Marketplace,C10742,Pet,Cat Litter,2,16.71,0.19,6.05,7.96,0,Apple Pay,33.42,6.35,27.07,15.92,5.1
O2025000536,2025-04-03,2025-04-01,Northeast,Marketplace,C10813,Apparel,Leggings,1,20.07,0.1,5.42,11.51,1,Card,20.07,2.01,18.06,11.51,1.13
O2025000537,2025-04-03,2025-04-01,Southwest,Marketplace,C10847,Apparel,Socks Pack,3,11.18,0.23,3.53,5.72,0,Apple Pay,33.54,7.71,25.83,17.16,5.14
O2025000538,2025-04-03,2025-04-01,West,Website,C10739,Beauty,Moisturizer,5,27.32,0.0,4.88,15.35,0,Apple Pay,136.6,0.0,136.6,76.75,54.97
O2025000539,2025-04-03,2025-04-01,Northeast,Marketplace,C10512,Home,LED Lamp,2,42.6,0.14,4.16,17.4,0,Card,85.2,11.93,73.27,34.8,34.31
O2025000540,2025-04-04,2025-04-01,Northeast,Marketplace,C10173,Home,Storage Bins,1,57.02,0.13,5.41,33.56,0,Afterpay,57.02,7.41,49.61,33.56,10.64
O2025000541,2025-04-04,2025-04-01,Southeast,Website,C10420,Pet,Pet Shampoo,3,19.78,0.09,2.5,8.81,0,Card,59.34,5.34,54.0,26.43,25.07
O2025000542,2025-04-04,2025-04-01,Midwest,Marketplace,C10847,Pet,Pet Shampoo,3,22.52,0.18,2.55,11.32,1,Card,67.56,12.16,55.4,33.96,18.89
O2025000543,2025-04-04,2025-04-01,Northeast,Marketplace,C10199,Pet,Dog Treats,2,24.88,0.09,2.86,10.28,0,Card,49.76,4.48,45.28,20.56,21.86
O2025000544,2025-04-04,2025-04-01,Midwest,Website,C10126,Apparel,Socks Pack,2,25.39,0.08,5.14,11.22,0,Card,50.78,4.06,46.72,22.44,19.14
O2025000545,2025-04-04,2025-04-01,Southeast,Website,C10673,Sports,Water Bottle,2,17.93,0.17,9.67,8.89,0,Card,35.86,6.1,29.76,17.78,2.31
O2025000546,2025-04-04,2025-04-01,Southwest,Marketplace,C10826,Apparel,Athletic Tee,3,30.68,0.11,7.08,16.88,0,Card,92.04,10.12,81.92,50.64,24.2
O2025000547,2025-04-05,2025-04-01,Midwest,Website,C10027,Sports,Running Belt,3,19.12,0.02,7.5,10.6,0,Card,57.36,1.15,56.21,31.8,16.91
O2025000548,2025-04-05,2025-04-01,Southwest,Website,C10673,Sports,Resistance Bands,1,20.77,0.13,5.39,10.26,0,Afterpay,20.77,2.7,18.07,10.26,2.42
O2025000549,2025-04-05,2025-04-01,Southeast,Website,C10727,Apparel,Hoodie,3,34.24,0.08,8.14,15.39,0,Afterpay,102.72,8.22,94.5,46.17,40.19
O2025000550,2025-04-05,2025-04-01,Southwest,Retail Partner,C10873,Sports,Yoga Mat,3,24.68,0.05,3.59,12.87,0,Card,74.04,3.7,70.34,38.61,28.14
O2025000551,2025-04-05,2025-04-01,Southwest,Website,C10786,Pet,Chew Toy,4,22.35,0.13,5.49,10.6,0,Card,89.4,11.62,77.78,42.4,29.89
O2025000552,2025-04-06,2025-04-01,Southwest,Website,C10885,Apparel,Socks Pack,1,18.29,0.04,7.26,7.92,0,Apple Pay,18.29,0.73,17.56,7.92,2.38
O2025000553,2025-04-06,2025-04-01,Northeast,Website,C10137,Beauty,Hair Mask,2,28.23,0.02,3.25,15.59,0,Apple Pay,56.46,1.13,55.33,31.18,20.9
O2025000554,2025-04-06,2025-04-01,West,Retail Partner,C10472,Pet,Dog Treats,1,22.44,0.07,1.5,12.51,0,Card,22.44,1.57,20.87,12.51,6.86
O2025000555,2025-04-06,2025-04-01,Midwest,Website,C10744,Home,LED Lamp,4,32.33,0.08,3.29,14.03,0,Card,129.32,10.35,118.97,56.12,59.56
O2025000556,2025-04-06,2025-04-01,Southeast,Marketplace,C10280,Beauty,Sunscreen,4,29.23,0.12,7.82,11.92,0,PayPal,116.92,14.03,102.89,47.68,47.39
O2025000557,2025-04-07,2025-04-01,Midwest,Website,C10721,Apparel,Athletic Tee,2,28.32,0.01,6.93,15.53,0,Card,56.64,0.57,56.07,31.06,18.08
O2025000558,2025-04-07,2025-04-01,Midwest,Website,C10826,Apparel,Hoodie,1,12.82,0.21,5.69,7.19,0,PayPal,12.82,2.69,10.13,7.19,-2.75
O2025000559,2025-04-07,2025-04-01,Midwest,Website,C10811,Apparel,Socks Pack,1,35.15,0.14,4.95,14.57,0,Card,35.15,4.92,30.23,14.57,10.71
O2025000560,2025-04-07,2025-04-01,Southeast,Marketplace,C10282,Pet,Dog Treats,1,15.18,0.13,5.07,7.27,0,Card,15.18,1.97,13.21,7.27,0.87
O2025000561,2025-04-07,2025-04-01,Southeast,Website,C10727,Apparel,Athletic Tee,4,25.22,0.11,6.04,13.59,0,Apple Pay,100.88,11.1,89.78,54.36,29.38
O2025000562,2025-04-08,2025-04-01,Southeast,Marketplace,C10299,Apparel,Socks Pack,4,35.62,0.03,3.86,16.62,0,Card,142.48,4.27,138.21,66.48,67.87
O2025000563,2025-04-08,2025-04-01,West,Website,C10818,Sports,Running Belt,3,13.35,0.15,6.71,7.45,0,Card,40.05,6.01,34.04,22.35,4.98
O2025000564,2025-04-08,2025-04-01,Midwest,Website,C10512,Home,Storage Bins,1,49.62,0.02,3.67,20.25,0,Card,49.62,0.99,48.63,20.25,24.71
O2025000565,2025-04-08,2025-04-01,Northeast,Website,C10717,Electronics,Smart Watch,2,53.23,0.12,7.71,27.27,1,Card,106.46,12.78,93.68,54.54,31.43
O2025000566,2025-04-08,2025-04-01,Midwest,Website,C10127,Pet,Dog Treats,3,18.18,0.01,4.78,8.05,0,Card,54.54,0.55,53.99,24.15,25.06
O2025000567,2025-04-08,2025-04-01,Northeast,Website,C10132,Pet,Chew Toy,2,14.77,0.16,3.75,8.02,0,PayPal,29.54,4.73,24.81,16.04,5.02
O2025000568,2025-04-08,2025-04-01,Northeast,Website,C10410,Pet,Dog Treats,1,23.41,0.05,4.86,9.44,0,Afterpay,23.41,1.17,22.24,9.44,7.94
O2025000569,2025-04-09,2025-04-01,West,Website,C10556,Sports,Resistance Bands,2,16.59,0.07,3.74,8.98,0,Apple Pay,33.18,2.32,30.86,17.96,9.16
O2025000570,2025-04-09,2025-04-01,Southeast,Website,C10123,Sports,Water Bottle,1,23.77,0.2,5.13,11.68,0,Card,23.77,4.75,19.02,11.68,2.21
O2025000571,2025-04-09,2025-04-01,Midwest,Marketplace,C10261,Pet,Dog Treats,2,20.16,0.19,2.5,10.87,0,Card,40.32,7.66,32.66,21.74,8.42
O2025000572,2025-04-09,2025-04-01,Southeast,Website,C10407,Sports,Water Bottle,3,21.57,0.0,4.5,9.12,0,PayPal,64.71,0.0,64.71,27.36,32.85
O2025000573,2025-04-09,2025-04-01,Northeast,Website,C10611,Sports,Yoga Mat,2,20.69,0.04,5.49,11.73,0,Card,41.38,1.66,39.72,23.46,10.77
O2025000574,2025-04-09,2025-04-01,West,Marketplace,C10816,Home,Vacuum Filter,4,42.4,0.13,6.03,22.52,0,Card,169.6,22.05,147.55,90.08,51.44
O2025000575,2025-04-09,2025-04-01,West,Marketplace,C10689,Sports,Yoga Mat,2,26.97,0.1,4.68,10.98,0,Card,53.94,5.39,48.55,21.96,21.91
O2025000576,2025-04-09,2025-04-01,Northeast,Marketplace,C10828,Sports,Water Bottle,2,24.2,0.18,7.47,13.89,0,PayPal,48.4,8.71,39.69,27.78,4.44
O2025000577,2025-04-09,2025-04-01,Southeast,Website,C10829,Sports,Running Belt,4,21.62,0.04,2.5,9.37,0,Card,86.48,3.46,83.02,37.48,43.04
O2025000578,2025-04-10,2025-04-01,Southeast,Website,C10862,Home,Storage Bins,3,34.23,0.0,4.98,16.32,0,Card,102.69,0.0,102.69,48.96,48.75
O2025000579,2025-04-10,2025-04-01,Northeast,Website,C10756,Electronics,Smart Watch,1,61.11,0.03,4.51,28.74,0,Card,61.11,1.83,59.28,28.74,26.03
O2025000580,2025-04-10,2025-04-01,Southwest,Marketplace,C10652,Sports,Running Belt,3,24.6,0.11,5.34,13.64,0,PayPal,73.8,8.12,65.68,40.92,19.42
O2025000581,2025-04-11,2025-04-01,West,Website,C10497,Electronics,Bluetooth Speaker,1,58.63,0.13,4.9,32.34,0,Afterpay,58.63,7.62,51.01,32.34,13.77
O2025000582,2025-04-11,2025-04-01,West,Website,C10671,Pet,Cat Litter,2,23.71,0.14,7.77,9.89,0,Card,47.42,6.64,40.78,19.78,13.23
O2025000583,2025-04-12,2025-04-01,Southwest,Website,C10833,Home,Air Fryer,3,26.12,0.18,5.35,14.9,0,PayPal,78.36,14.1,64.26,44.7,14.21
O2025000584,2025-04-12,2025-04-01,Northeast,Marketplace,C10384,Pet,Pet Shampoo,2,27.89,0.14,3.74,12.05,0,Card,55.78,7.81,47.97,24.1,20.13
O2025000585,2025-04-12,2025-04-01,Southeast,Website,C10311,Home,Air Fryer,4,43.22,0.08,9.71,23.48,0,Card,172.88,13.83,159.05,93.92,55.42
O2025000586,2025-04-12,2025-04-01,Midwest,Marketplace,C10805,Apparel,Leggings,2,19.5,0.17,5.42,8.29,0,Apple Pay,39.0,6.63,32.37,16.58,10.37
O2025000587,2025-04-12,2025-04-01,Southwest,Marketplace,C10604,Home,LED Lamp,2,27.76,0.11,5.07,13.38,0,Card,55.52,6.11,49.41,26.76,17.58
O2025000588,2025-04-12,2025-04-01,Southeast,Website,C10120,Electronics,Bluetooth Speaker,2,70.31,0.06,6.9,29.66,0,Card,140.62,8.44,132.18,59.32,65.96
O2025000589,2025-04-12,2025-04-01,Midwest,Marketplace,C10247,Sports,Water Bottle,3,24.79,0.09,4.31,13.23,0,Card,74.37,6.69,67.68,39.69,23.68
O2025000590,2025-04-12,2025-04-01,West,Website,C10149,Pet,Cat Litter,1,17.16,0.15,4.96,8.24,1,Card,17.16,2.57,14.59,8.24,1.39
O2025000591,2025-04-13,2025-04-01,Northeast,Website,C10847,Home,Air Fryer,3,44.55,0.19,6.86,22.83,0,Card,133.65,25.39,108.26,68.49,32.91
O2025000592,2025-04-13,2025-04-01,Southeast,Website,C10106,Beauty,Vitamin C Serum,1,29.07,0.18,3.28,17.43,0,Afterpay,29.07,5.23,23.84,17.43,3.13
O2025000593,2025-04-13,2025-04-01,Southeast,Website,C10044,Sports,Running Belt,2,19.97,0.0,4.56,11.28,0,Apple Pay,39.94,0.0,39.94,22.56,12.82
O2025000594,2025-04-13,2025-04-01,West,Marketplace,C10367,Home,Storage Bins,4,56.46,0.2,7.0,24.84,0,Card,225.84,45.17,180.67,99.36,74.31
O2025000595,2025-04-13,2025-04-01,Southeast,Website,C10398,Home,Storage Bins,1,51.24,0.01,8.5,24.94,1,Card,51.24,0.51,50.73,24.94,17.29
O2025000596,2025-04-13,2025-04-01,Northeast,Website,C10053,Sports,Resistance Bands,3,21.44,0.07,5.21,11.01,0,Afterpay,64.32,4.5,59.82,33.03,21.58
O2025000597,2025-04-13,2025-04-01,Southeast,Website,C10446,Home,LED Lamp,1,28.81,0.13,5.17,13.46,0,PayPal,28.81,3.75,25.06,13.46,6.43
O2025000598,2025-04-13,2025-04-01,Southwest,Marketplace,C10633,Electronics,Bluetooth Speaker,1,76.85,0.03,7.26,31.67,0,Card,76.85,2.31,74.54,31.67,35.61
O2025000599,2025-04-14,2025-04-01,Northeast,Website,C10708,Apparel,Leggings,4,23.29,0.0,2.77,10.94,0,Card,93.16,0.0,93.16,43.76,46.63
O2025000600,2025-04-14,2025-04-01,West,Website,C10164,Electronics,Portable Charger,2,45.62,0.04,4.14,20.78,0,PayPal,91.24,3.65,87.59,41.56,41.89
O2025000601,2025-04-14,2025-04-01,Northeast,Marketplace,C10693,Apparel,Athletic Tee,2,33.41,0.24,3.96,14.69,0,Apple Pay,66.82,16.04,50.78,29.38,17.44
O2025000602,2025-04-14,2025-04-01,Southwest,Marketplace,C10620,Apparel,Hoodie,2,28.88,0.19,2.5,12.48,0,Apple Pay,57.76,10.97,46.79,24.96,19.33
O2025000603,2025-04-14,2025-04-01,Northeast,Marketplace,C10797,Beauty,Sunscreen,5,15.62,0.06,2.5,6.58,0,PayPal,78.1,4.69,73.41,32.9,38.01
O2025000604,2025-04-15,2025-04-01,West,Website,C10507,Apparel,Hoodie,2,16.52,0.1,4.64,9.39,0,PayPal,33.04,3.3,29.74,18.78,6.32
O2025000605,2025-04-15,2025-04-01,Northeast,Website,C10106,Electronics,Smart Watch,3,53.91,0.1,6.94,26.47,0,Card,161.73,16.17,145.56,79.41,59.21
O2025000606,2025-04-15,2025-04-01,Southwest,Website,C10622,Sports,Running Belt,1,15.94,0.11,6.52,8.7,0,Card,15.94,1.75,14.19,8.7,-1.03
O2025000607,2025-04-15,2025-04-01,West,Retail Partner,C10720,Home,Storage Bins,2,43.52,0.04,4.54,24.18,0,Card,87.04,3.48,83.56,48.36,30.66
O2025000608,2025-04-15,2025-04-01,Southeast,Marketplace,C10632,Home,Storage Bins,4,70.96,0.22,2.5,40.5,0,Afterpay,283.84,62.44,221.4,162.0,56.9
O2025000609,2025-04-16,2025-04-01,Northeast,Website,C10492,Apparel,Leggings,2,43.09,0.06,5.09,22.3,0,Card,86.18,5.17,81.01,44.6,31.32
O2025000610,2025-04-16,2025-04-01,Midwest,Retail Partner,C10707,Electronics,Portable Charger,1,58.54,0.15,4.61,33.31,0,Card,58.54,8.78,49.76,33.31,11.84
O2025000611,2025-04-16,2025-04-01,Midwest,Website,C10795,Apparel,Athletic Tee,4,30.62,0.0,3.83,13.08,0,PayPal,122.48,0.0,122.48,52.32,66.33
O2025000612,2025-04-16,2025-04-01,Midwest,Website,C10431,Electronics,Smart Watch,2,70.65,0.12,3.07,30.92,0,Afterpay,141.3,16.96,124.34,61.84,59.43
O2025000613,2025-04-16,2025-04-01,West,Marketplace,C10375,Sports,Running Belt,2,21.46,0.13,5.96,11.36,0,Card,42.92,5.58,37.34,22.72,8.66
O2025000614,2025-04-16,2025-04-01,Midwest,Retail Partner,C10513,Home,Air Fryer,4,30.44,0.18,3.22,14.47,0,Card,121.76,21.92,99.84,57.88,38.74
O2025000615,2025-04-17,2025-04-01,Midwest,Website,C10604,Beauty,Vitamin C Serum,2,34.67,0.0,6.47,15.19,0,Card,69.34,0.0,69.34,30.38,32.49
O2025000616,2025-04-17,2025-04-01,Midwest,Website,C10225,Apparel,Leggings,2,25.03,0.13,5.34,11.87,0,PayPal,50.06,6.51,43.55,23.74,14.47
O2025000617,2025-04-17,2025-04-01,Midwest,Website,C10089,Pet,Dog Treats,3,19.83,0.15,7.53,9.5,0,Card,59.49,8.92,50.57,28.5,14.54
O2025000618,2025-04-17,2025-04-01,Southeast,Marketplace,C10450,Electronics,Smart Watch,2,68.3,0.1,6.57,39.47,1,Card,136.6,13.66,122.94,78.94,37.43
O2025000619,2025-04-17,2025-04-01,Northeast,Website,C10599,Home,Storage Bins,3,37.07,0.18,5.8,18.03,0,Card,111.21,20.02,91.19,54.09,31.3
O2025000620,2025-04-17,2025-04-01,Southeast,Marketplace,C10080,Beauty,Moisturizer,4,38.45,0.27,4.69,22.25,0,Card,153.8,41.53,112.27,89.0,18.58
O2025000621,2025-04-18,2025-04-01,Southeast,Marketplace,C10172,Pet,Chew Toy,5,18.33,0.18,6.59,8.08,1,Card,91.65,16.5,75.15,40.4,28.16
O2025000622,2025-04-18,2025-04-01,Southeast,Website,C10859,Electronics,Smart Watch,2,62.03,0.15,4.19,35.61,0,PayPal,124.06,18.61,105.45,71.22,30.04
O2025000623,2025-04-18,2025-04-01,West,Retail Partner,C10482,Apparel,Athletic Tee,4,23.57,0.18,4.22,13.31,0,Card,94.28,16.97,77.31,53.24,19.85
O2025000624,2025-04-19,2025-04-01,Northeast,Website,C10836,Apparel,Leggings,1,30.12,0.12,7.37,13.12,0,Card,30.12,3.61,26.51,13.12,6.02
O2025000625,2025-04-19,2025-04-01,Northeast,Website,C10666,Apparel,Athletic Tee,1,31.85,0.18,7.02,17.63,0,Card,31.85,5.73,26.12,17.63,1.47
O2025000626,2025-04-19,2025-04-01,Midwest,Website,C10066,Home,Air Fryer,3,39.56,0.13,3.12,22.11,0,Card,118.68,15.43,103.25,66.33,33.8
O2025000627,2025-04-19,2025-04-01,Southeast,Website,C10116,Home,Air Fryer,2,50.88,0.04,6.13,28.39,1,Apple Pay,101.76,4.07,97.69,56.78,34.78
